Time,Radiation,Temperature,Pressure,Humidity,Speed,WindDirection(Degrees)
6:40:30,20.99,50.0,30.45,99.0,6.75,128.54
6:45:04,1.22,44.0,30.4,100.0,3.37,38.71
6:45:08,53.19,49.0,30.42,90.0,5.62,92.24
6:45:18,16.98,46.0,30.47,57.0,10.12,149.25
6:45:20,17.13,50.0,30.45,99.0,7.87,137.0
6:50:03,1.2,44.0,30.4,100.0,6.75,50.69
6:50:08,43.18,49.0,30.42,90.0,11.25,106.62
6:50:21,17.94,48.0,30.46,78.5,7.87,153.26
6:55:02,1.19,44.0,30.41,100.0,2.25,7.27
6:55:18,35.06,50.0,30.45,100.0,4.5,108.95
6:55:20,28.41,46.0,30.47,58.0,7.87,154.58
7:00:02,1.19,44.0,30.41,100.0,9.0,176.67
7:00:06,51.8,49.0,30.42,78.0,12.37,151.26
7:00:17,31.09,46.0,30.47,59.0,9.0,145.19
7:00:20,68.25,51.0,30.45,100.0,5.62,87.42
7:05:04,1.24,44.0,30.41,99.0,13.5,131.66
7:05:06,63.75,50.0,30.42,76.0,6.75,112.56
7:05:18,37.09,45.0,30.47,60.0,4.5,169.1
7:05:22,77.74,51.0,30.46,100.0,4.5,123.84
7:10:02,1.34,44.0,30.42,97.0,10.12,168.68
7:10:09,62.49,50.0,30.42,78.0,13.5,158.97
7:10:18,47.94,45.0,30.48,59.0,5.62,173.36
7:10:20,107.43,51.0,30.46,101.0,4.5,141.73
7:15:01,1.49,43.0,30.42,97.0,6.75,161.84
7:15:05,87.65,50.0,30.43,78.0,9.0,153.19
7:15:20,66.53,45.0,30.48,60.0,5.62,176.59
7:15:32,88.38,51.0,30.46,101.0,3.37,137.81
7:20:02,1.71,43.0,30.42,96.0,13.5,137.7
7:20:05,92.24,50.0,30.43,81.0,3.37,104.53
7:20:17,75.4,45.0,30.48,59.0,6.75,174.42
7:20:21,59.44,51.0,30.46,101.0,6.75,93.37
7:25:01,1.8,43.0,30.41,95.0,7.87,176.26
7:25:17,78.92,45.0,30.48,59.0,10.12,143.83
7:25:20,130.18,51.0,30.46,101.0,9.0,140.09
7:30:04,2.22,42.0,30.41,95.0,15.75,143.32
7:30:21,98.34,45.0,30.48,57.0,6.75,179.41
7:30:23,158.17,51.0,30.46,101.0,4.5,124.49
7:35:02,2.87,42.0,30.42,95.0,16.87,183.75
7:35:05,155.07,50.0,30.43,92.0,2.25,97.22
7:35:18,126.49,46.0,30.48,57.0,5.62,175.36
7:35:21,204.54,52.0,30.46,101.0,6.75,143.45
7:40:02,3.46,42.0,30.42,96.0,16.87,166.84
7:40:05,242.53,51.0,30.44,94.0,6.75,57.78
7:40:20,113.03,46.0,30.48,56.0,9.0,157.03
7:40:27,77.31,52.0,30.46,101.0,3.37,83.11
7:45:01,4.29,42.0,30.42,96.0,14.62,166.31
7:45:20,124.21,46.0,30.48,54.0,7.87,187.79
7:45:23,165.65,52.0,30.46,101.0,2.25,63.86
7:50:03,4.45,42.0,30.42,96.0,14.62,179.2
7:50:07,146.12,51.0,30.44,95.0,2.25,21.02
7:50:18,110.32,47.0,30.48,53.0,5.62,177.6
7:50:21,199.84,52.0,30.47,101.0,5.62,82.71
7:55:02,5.01,42.0,30.42,96.0,7.87,182.82
7:55:05,183.46,51.0,30.44,96.0,5.62,123.96
7:55:18,86.82,47.0,30.48,55.0,6.75,159.94
7:55:22,313.63,52.0,30.47,101.0,4.5,79.01
8:00:01,7.04,42.0,30.42,97.0,9.0,202.45
8:00:18,93.98,47.0,30.48,54.0,5.62,180.44
8:00:20,487.45,52.0,30.47,101.0,6.75,72.29
8:05:02,9.03,43.0,30.42,96.0,12.37,183.53
8:05:20,107.57,47.0,30.49,53.0,4.5,152.73
8:05:21,366.92,53.0,30.47,101.0,3.37,32.56
8:10:01,11.89,43.0,30.42,97.0,3.37,133.54
8:10:04,406.11,51.0,30.45,99.0,4.5,141.67
8:10:18,117.64,48.0,30.49,52.0,6.75,173.9
8:10:20,451.34,53.0,30.47,101.0,10.12,174.92
8:15:02,16.32,43.0,30.42,98.0,4.5,160.13
8:15:06,449.0,52.0,30.45,93.0,13.5,119.67
8:15:18,370.75,48.0,30.49,53.0,5.62,171.14
8:15:23,478.06,54.0,30.47,101.0,2.25,125.48
8:20:02,29.9,43.0,30.41,98.0,6.75,148.76
8:20:07,555.78,53.0,30.45,82.0,12.37,107.81
8:20:20,238.2,51.0,30.48,76.0,3.94,92.42
8:25:01,67.28,43.0,30.41,99.0,5.62,187.42
8:25:04,587.37,53.0,30.45,78.0,3.37,204.79
8:25:18,317.14,51.5,30.48,76.0,6.75,104.07
8:30:03,174.4,44.0,30.41,99.0,10.12,120.24
8:30:05,386.25,54.0,30.45,74.0,4.5,34.72
8:30:18,480.22,50.0,30.49,48.0,3.37,128.46
8:30:23,339.24,54.0,30.47,100.0,6.75,67.9
8:35:02,237.99,44.0,30.41,100.0,12.37,162.61
8:35:06,633.24,53.0,30.45,72.0,10.12,133.06
8:35:18,639.34,51.0,30.49,42.0,7.87,127.1
8:35:27,387.86,54.0,30.47,100.0,4.5,107.99
8:40:03,189.61,45.0,30.41,100.0,6.75,168.57
8:40:09,234.56,54.0,30.45,73.0,7.87,27.41
8:40:17,439.01,53.0,30.49,40.0,2.25,133.48
8:40:19,620.88,53.0,30.47,100.0,1.12,173.9
8:45:02,131.3,45.0,30.41,99.0,5.62,145.17
8:45:18,663.83,55.0,30.49,34.0,6.75,124.82
8:45:22,554.46,54.0,30.47,100.0,3.37,68.07
8:50:05,112.29,45.0,30.41,99.0,3.37,95.92
8:50:08,462.71,53.0,30.45,75.0,3.37,170.1
8:50:21,691.7,55.0,30.48,67.5,3.94,85.46
8:55:04,63.57,45.0,30.42,98.0,9.0,189.65
8:55:17,379.59,57.0,30.5,33.0,5.62,147.6
8:55:23,759.64,54.0,30.47,100.0,6.75,34.13
9:00:01,37.09,45.0,30.42,96.0,4.5,87.27
9:00:11,786.81,54.0,30.46,69.0,9.0,105.07
9:00:20,421.2,56.0,30.48,66.5,8.99,67.0
9:05:05,14.82,45.0,30.44,95.0,3.37,83.55
9:05:08,708.67,55.0,30.46,69.0,5.62,76.68
9:05:17,328.19,58.0,30.5,32.0,9.0,105.59
9:05:35,546.25,54.0,30.47,99.0,6.75,48.49
9:10:03,13.24,45.0,30.43,96.0,14.62,119.2
9:10:07,398.94,54.0,30.46,81.0,3.37,48.17
9:10:19,328.76,57.0,30.5,33.0,2.25,67.07
9:10:21,239.76,54.0,30.48,100.0,6.75,32.33
9:15:02,12.95,45.0,30.44,97.0,4.5,124.63
9:15:05,793.15,54.0,30.46,78.0,12.37,181.52
9:15:18,578.98,55.5,30.49,67.0,6.18,44.87
9:20:05,14.18,44.0,30.44,98.0,13.5,184.73
9:20:08,838.66,54.0,30.46,85.0,9.0,93.05
9:20:17,284.89,56.0,30.5,35.0,0.0,53.18
9:20:21,828.01,54.0,30.48,100.0,5.62,46.06
9:25:02,11.48,44.0,30.44,98.0,13.5,129.95
9:25:09,724.35,55.0,30.46,72.0,3.37,151.48
9:25:19,844.65,54.0,30.48,100.0,5.62,43.19
9:25:20,324.77,56.0,30.5,34.0,3.37,135.18
9:30:02,11.19,44.0,30.44,99.0,10.12,182.83
9:30:07,831.38,56.0,30.46,71.0,6.75,125.63
9:30:19,678.15,56.0,30.5,32.0,4.5,81.78
9:30:20,807.99,55.0,30.48,99.0,3.37,97.72
9:35:11,725.35,56.0,30.46,69.0,5.62,44.53
9:35:13,17.31,44.0,30.43,99.0,18.0,144.26
9:35:22,324.13,56.0,30.48,97.0,2.25,185.56
9:35:33,621.5,56.0,30.51,33.0,1.12,46.24
9:40:04,30.62,44.0,30.43,99.0,11.25,161.38
9:40:08,794.6,56.0,30.46,71.0,12.37,130.75
9:40:17,556.07,57.0,30.51,33.0,14.62,35.25
9:40:19,342.1,56.0,30.48,94.0,5.62,78.05
9:45:05,51.67,44.0,30.43,99.0,4.5,107.44
9:45:17,603.87,57.0,30.5,35.0,3.37,133.85
9:45:20,321.55,55.0,30.47,97.0,6.75,93.17
9:50:08,91.64,44.0,30.43,99.0,11.25,149.07
9:50:18,510.29,57.0,30.5,35.0,4.5,68.3
9:50:22,688.05,55.0,30.47,97.0,7.87,120.06
9:55:02,168.86,44.0,30.42,99.0,5.62,65.19
9:55:07,899.06,57.0,30.47,76.0,7.87,109.5
9:55:18,420.23,57.0,30.5,32.0,3.37,90.07
9:55:36,565.38,55.0,30.48,97.0,6.75,130.15
